reference						Dissection Angular gyrus AnG	Dissection Anterior cingulate cortex ACC	Dissection Dorsolateral prefrontal cortex DFC	Dissection Primary auditory cortexA1	Dissection Primary somatosensory cortex S1	Dissection Primary visual cortexV1	Human Multiple Cortical Areas SMART-seq	Single-nucleus transcriptome data from the dlPFC	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	whole cortex
CMC 1203064	CMC	None	adult	control	class	0.9722326007326006	0.9722326007326006	0.9821666666666666	0.9722326007326006	0.9722326007326006	0.9722326007326006	0.674440934065934	0.9722326007326006	0.9722326007326006	0.9722326007326006	0.9722326007326006
CMC 1203064	CMC	None	adult	control	family	0.9899977037887484	0.9899977037887484	1.0	0.9899977037887484	0.9899977037887484	0.9899977037887484	0.9899977037887484	0.9899977037887484	0.9899977037887484	0.9899977037887484	0.9899977037887484
CMC 1203064	CMC	None	adult	control	subclass	0.9540714285714286	0.9540714285714286	0.9539313725490196	0.9540714285714286	0.9540714285714286	0.9646123642439433	0.60816829004329	0.9321787439613528	0.9749047619047618	0.9749047619047618	0.9540714285714286
CMC 1203066	CMC	None	late adult	Schizophrenia	class	0.9412538226299694	0.9312943469785574	0.9310856389986824	0.9412538226299694	0.9312943469785574	0.9312943469785574	0.6371825223435948	0.9412538226299694	0.9312943469785574	0.9312943469785574	0.9264538226299694
CMC 1203066	CMC	None	late adult	Schizophrenia	family	1.0	0.9900670128999832	0.9898387596899224	1.0	0.9900670128999832	0.9900670128999832	1.0	1.0	0.9900670128999832	0.9900670128999832	1.0
CMC 1203066	CMC	None	late adult	Schizophrenia	subclass	0.9219400971397732	0.9166122004357298	0.8936559714795008	0.9163845415842178	0.9110566448801742	0.8941518829754124	0.6583239766081871	0.9026418515257384	0.9166122004357298	0.9073139548216947	0.9016476994789546
CMC 1203067	CMC	None	adult	control	class	1.0	1.0	0.975	1.0	1.0	1.0	0.874878787878788	1.0	1.0	1.0	0.9800192261475608
CMC 1203067	CMC	None	adult	control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9900176366843032
CMC 1203067	CMC	None	adult	control	subclass	0.9799300699300698	0.9692121212121212	0.8732597402597402	0.9702597402597404	0.9702597402597404	0.9799300699300698	0.8038131868131867	0.91	0.9593506493506492	0.95979020979021	0.9500534580688274
CMC 1203068	CMC	None	adult	control	class	0.9648619737750171	0.975	0.9427013162988772	0.9648619737750171	0.975	0.975	0.7760374349504785	0.9899946193166532	0.975	0.9648619737750171	1.0
CMC 1203068	CMC	None	adult	control	family	0.9900166821130676	1.0	1.0	0.9900166821130676	1.0	1.0	0.9900166821130676	0.9900166821130676	1.0	0.9900166821130676	1.0
CMC 1203068	CMC	None	adult	control	subclass	0.8802275132275131	0.8804814814814814	0.8836306471306472	0.8710582224792752	0.9309903846153847	0.9309903846153847	0.7054791370317686	0.9315079365079364	0.8840113960113959	0.9376956009676596	0.9466915494899366
CMC 1203069	CMC	None	late adult	Schizophrenia	class	0.9709090909090908	0.9709090909090908	0.934909090909091	0.9709090909090908	0.9605929686751604	0.9709090909090908	0.7063197189284145	0.9709090909090908	0.9709090909090908	0.9709090909090908	0.9559090909090908
CMC 1203069	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	0.9898602409638554	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203069	CMC	None	late adult	Schizophrenia	subclass	0.9687301587301588	0.9687301587301588	0.9227301587301586	0.9687301587301588	0.957131985214177	0.9687301587301588	0.7335852311939267	0.8547301587301587	0.9687301587301588	0.9687301587301588	0.9426190476190476
CMC 1203071	CMC	None	late adult	control	class	0.9853846153846152	1.0	0.9912121212121212	1.0	1.0	1.0	0.5446753246753246	0.9853846153846152	0.9853846153846152	1.0	0.9845099935525466
CMC 1203071	CMC	None	late adult	control	family	0.990107892107892	1.0	0.9898829676071056	1.0	1.0	1.0	0.98	0.990107892107892	0.990107892107892	1.0	0.9898829676071056
CMC 1203071	CMC	None	late adult	control	subclass	0.9676587301587302	0.9846031746031746	0.9746031746031746	0.9846031746031746	0.9846031746031746	0.9584444444444444	0.4843181818181818	0.9275	0.9469444444444444	0.9569444444444444	0.948853427895981
CMC 1203072	CMC	None	late adult	Schizophrenia	class	0.99	0.99	0.9852380952380952	0.99	0.9783727034120734	0.99	0.5240062484979572	1.0	0.99	0.99	0.99
CMC 1203072	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203072	CMC	None	late adult	Schizophrenia	subclass	0.946	0.9571608391608392	0.93593006993007	0.946	0.9399404689798392	0.9806153846153844	0.533218124341412	0.9906153846153845	0.9806153846153844	0.975160839160839	0.9806153846153844
CMC 1203073	CMC	None	late adult	control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203073	CMC	None	late adult	control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203073	CMC	None	late adult	control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203074	CMC	None	late adult	control	class	0.99	0.99	0.975	0.99	0.99	0.99	0.8191195891415994	1.0	0.99	0.99	1.0
CMC 1203074	CMC	None	late adult	control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203074	CMC	None	late adult	control	subclass	0.9844444444444445	0.9844444444444445	0.9581111111111112	0.9844444444444445	0.978989898989899	0.9777777777777776	0.8480851063829787	1.0	0.9844444444444445	0.9844444444444445	0.9944444444444444
CMC 1203075	CMC	None	late adult	control	class	1.0	1.0	1.0	1.0	1.0	1.0	0.5780978559648158	1.0	1.0	1.0	1.0
CMC 1203075	CMC	None	late adult	control	family	1.0	1.0	1.0	1.0	1.0	1.0	0.990264877880977	1.0	1.0	1.0	1.0
CMC 1203075	CMC	None	late adult	control	subclass	0.99	0.99	0.99	0.99	0.99	0.99	0.6183592938733126	1.0	1.0	1.0	0.99
CMC 1203076	CMC	None	late adult	control	class	1.0	1.0	1.0	1.0	0.99	1.0	0.7033762071992976	1.0	1.0	1.0	0.99
CMC 1203076	CMC	None	late adult	control	family	1.0	1.0	1.0	1.0	1.0	1.0	0.9900961281708944	1.0	1.0	1.0	1.0
CMC 1203076	CMC	None	late adult	control	subclass	0.9681212121212122	0.9693333333333334	0.9656507936507936	0.9805079365079366	0.9697575757575756	0.9693333333333334	0.6988779048480541	0.9755555555555556	0.9643809523809524	0.9652958152958152	0.9597575757575756
CMC 1203077	CMC	None	late adult	control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203077	CMC	None	late adult	control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203077	CMC	None	late adult	control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203078	CMC	None	late adult	Schizophrenia	class	0.7585509838998212	0.8538461538461539	0.8947839506172839	0.8538461538461539	0.8469032258064516	0.8040504262651915	0.3569166666666666	0.8676039783001808	0.7740571909167367	0.8328639334521688	0.8204336680196539
CMC 1203078	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	1.0	1.0	0.9903575883575884	1.0	1.0	1.0	0.9728937728937728
CMC 1203078	CMC	None	late adult	Schizophrenia	subclass	0.735923076923077	0.8261794871794872	0.8629506172839507	0.8421794871794872	0.8197741935483872	0.779536912751678	0.3599523809523809	0.838746835443038	0.7508620689655173	0.8067124183006537	0.7933046357615895
CMC 1203079	CMC	None	late adult	Schizophrenia	class	0.9135278622087132	0.9435779967159276	0.9518515685228014	0.9135278622087132	0.9518515685228014	0.8924667102538956	0.5137924650335516	0.9435779967159276	0.9135278622087132	0.9435779967159276	0.920738430583501
CMC 1203079	CMC	None	late adult	Schizophrenia	family	0.9900901040857542	0.9900901040857542	0.9900901040857542	0.9900901040857542	0.9900901040857542	0.9900901040857542	0.9900901040857542	0.9900901040857542	0.9900901040857542	0.9900901040857542	0.9900901040857542
CMC 1203079	CMC	None	late adult	Schizophrenia	subclass	0.8717659574468085	0.8934827586206897	0.9147260273972604	0.8877659574468084	0.9253926940639272	0.8706521739130434	0.5207071524966261	0.9169442970822282	0.8845608292416803	0.9062776304155616	0.8773098591549296
CMC 1203081	CMC	None	adult	Schizophrenia	class	0.9293103448275862	0.9193201199986516	0.9097263584117034	0.9293103448275862	0.9293103448275862	0.9293103448275862	0.8493201199986516	0.9293103448275862	0.9293103448275862	0.9193201199986516	0.9293103448275862
CMC 1203081	CMC	None	adult	Schizophrenia	family	1.0	1.0	0.9900356007628736	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203081	CMC	None	adult	Schizophrenia	subclass	0.9018047834518422	0.8914677871148459	0.9008403361344536	0.9204630467571644	0.9204630467571644	0.9119392372333548	0.7906344537815125	0.7649156725627313	0.9122963800904976	0.9108403361344536	0.8285520361990949
CMC 1203082	CMC	None	late adult	Schizophrenia	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203082	CMC	None	late adult	Schizophrenia	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203082	CMC	None	late adult	Schizophrenia	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203083	CMC	None	late adult	Schizophrenia	class	1.0	1.0	0.97	1.0	1.0	1.0	0.6596016771488471	1.0	1.0	1.0	1.0
CMC 1203083	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203083	CMC	None	late adult	Schizophrenia	subclass	0.9738888888888888	0.959019607843137	0.9363529411764706	0.9504481792717084	0.9663529411764704	0.9513529411764706	0.6871111111111111	0.9752380952380952	0.9785714285714284	0.9738888888888888	0.9663529411764704
CMC 1203084	CMC	None	late adult	control	class	1.0	1.0	0.9903257918552038	1.0	1.0	1.0	0.8007409200968522	1.0	1.0	1.0	1.0
CMC 1203084	CMC	None	late adult	control	family	1.0	1.0	0.9901792717086836	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203084	CMC	None	late adult	control	subclass	0.972047619047619	0.972047619047619	0.9527142857142856	0.962047619047619	0.972047619047619	0.962047619047619	0.801598062953995	0.967047619047619	0.9803809523809524	0.9803809523809524	0.972047619047619
CMC 1203085	CMC	None	late adult	control	class	1.0	1.0	1.0	1.0	1.0	0.9890537634408604	0.704844827586207	1.0	1.0	1.0	1.0
CMC 1203085	CMC	None	late adult	control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203085	CMC	None	late adult	control	subclass	0.974429512516469	0.9598840579710144	0.9393126293995858	0.974429512516469	0.974429512516469	0.9594832759573292	0.7155622188905548	0.969503105590062	0.974429512516469	0.9640485601355168	0.974429512516469
CMC 1203087	CMC	None	late adult	Schizophrenia	class	0.9348070175438596	0.9348070175438596	0.8754871794871795	0.9234736842105262	0.9348070175438596	0.919777777777778	0.8226666666666667	0.9548070175438595	0.9348070175438596	0.9348070175438596	0.9548070175438595
CMC 1203087	CMC	None	late adult	Schizophrenia	family	1.0	1.0	0.922605541001826	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203087	CMC	None	late adult	Schizophrenia	subclass	0.9201403508771928	0.9437593984962406	0.8674060513602848	0.9294736842105265	0.9334736842105265	0.9084444444444444	0.8362222222222222	0.9190292397660818	0.9437593984962406	0.9377593984962406	0.9134736842105264
CMC 1203088	CMC	None	late adult	Schizophrenia	class	0.9722560975609756	0.9722560975609756	0.9722560975609756	0.9644227642276424	0.9722560975609756	0.9722560975609756	0.6889	0.9822560975609756	0.9722560975609756	0.9621859221223792	0.9744227642276422
CMC 1203088	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	0.98990342990343	1.0	1.0	1.0	1.0	1.0	1.0	0.98990342990343
CMC 1203088	CMC	None	late adult	Schizophrenia	subclass	0.961089430894309	0.9684740462789244	0.9630894308943088	0.963349171154049	0.9703015521064302	0.9684740462789244	0.6860666666666667	0.9784740462789244	0.9684740462789244	0.9636348854397636	0.9788037166085948
CMC 1203089	CMC	None	late adult	Schizophrenia	class	0.9901431683784624	1.0	1.0	1.0	1.0	1.0	0.6525007949687313	1.0	1.0	1.0	1.0
CMC 1203089	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	1.0	1.0	0.9900937223695844	1.0	1.0	1.0	1.0
CMC 1203089	CMC	None	late adult	Schizophrenia	subclass	0.979124649859944	0.9841666666666664	0.9841666666666664	0.9841666666666664	0.9841666666666664	1.0	0.7225301204819278	0.9851851851851852	0.9851851851851852	0.9851851851851852	1.0
CMC 1203091	CMC	None	late adult	Schizophrenia	class	0.98989898989899	0.98989898989899	0.9632933732933732	0.98989898989899	0.98989898989899	0.98989898989899	0.7952136752136753	0.98989898989899	0.98989898989899	0.98989898989899	0.98989898989899
CMC 1203091	CMC	None	late adult	Schizophrenia	family	1.0	1.0	0.9715359609914668	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203091	CMC	None	late adult	Schizophrenia	subclass	0.99	0.99	0.964	0.99	0.99	0.99	0.8045454545454546	0.9715384615384616	0.99	0.99	0.99
CMC 1203092	CMC	None	late adult	control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203092	CMC	None	late adult	control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203092	CMC	None	late adult	control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMC 1203093	CMC	None	late adult	Schizophrenia	class	0.9501686685407617	0.9501686685407617	0.8328792912513844	0.9501686685407617	0.9501686685407617	0.9422473604826546	0.6881493506493507	0.957139942880457	0.9422473604826546	0.9501686685407617	0.9422473604826546
CMC 1203093	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9898770911573916	1.0	1.0	1.0
CMC 1203093	CMC	None	late adult	Schizophrenia	subclass	0.92889882727092	0.9194543828264756	0.7934458889049384	0.92874009711219	0.9215178748899678	0.9231997414350356	0.7123412698412699	0.9404983388704318	0.9231997414350356	0.92874009711219	0.9231997414350356
CMC 1203094	CMC	None	late adult	Schizophrenia	class	0.9851851851851852	0.9748894458368144	0.9851851851851852	0.9754411348933126	0.9851851851851852	0.96614245014245	0.548042328042328	0.9748894458368144	0.9651851851851851	0.9651851851851851	0.9485601851851851
CMC 1203094	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203094	CMC	None	late adult	Schizophrenia	subclass	0.9168376068376068	0.9118752008225692	0.9168376068376068	0.9117994388986754	0.9168376068376068	0.8900170940170941	0.5669841269841269	0.904906875030714	0.8982222222222223	0.8815555555555555	0.8749305555555555
CMC 1203096	CMC	None	late adult	Schizophrenia	class	0.9852173913043478	0.9852173913043478	0.9852173913043478	0.9852173913043478	0.9852173913043478	0.9852173913043478	0.94875	0.9852173913043478	0.9852173913043478	0.9852173913043478	0.9852173913043478
CMC 1203096	CMC	None	late adult	Schizophrenia	family	0.9901842787215664	0.9901842787215664	0.9901842787215664	0.9901842787215664	0.9901842787215664	0.9901842787215664	0.9901842787215664	0.9901842787215664	0.9901842787215664	0.9901842787215664	0.9901842787215664
CMC 1203096	CMC	None	late adult	Schizophrenia	subclass	0.969503105590062	0.969503105590062	0.969503105590062	0.969503105590062	0.969503105590062	0.9761697722567289	0.9343055555555556	0.9761697722567289	0.9761697722567289	0.9761697722567289	0.9761697722567289
CMC 1203097	CMC	None	adult	control	class	1.0	1.0	0.9569017649017648	0.9853333333333332	0.9853333333333332	0.9853333333333332	0.9222222222222224	1.0	1.0	1.0	1.0
CMC 1203097	CMC	None	adult	control	family	1.0	1.0	0.9715169811320754	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203097	CMC	None	adult	control	subclass	0.99	0.99	0.9313809523809524	0.972	0.9853333333333332	0.9853333333333332	0.8957142857142857	0.9757142857142856	0.99	0.99	0.99
CMC 1203098	CMC	None	late adult	control	class	0.990351502801834	1.0	0.980351502801834	0.990351502801834	0.990351502801834	0.990351502801834	0.574809814636237	0.990351502801834	0.990351502801834	0.990351502801834	0.990351502801834
CMC 1203098	CMC	None	late adult	control	family	1.0	1.0	1.0	1.0	1.0	1.0	0.990186716457722	1.0	1.0	1.0	1.0
CMC 1203098	CMC	None	late adult	control	subclass	0.9647287921791232	0.9697619047619048	0.9407287921791232	0.9647287921791232	0.9647287921791232	0.9756335540838852	0.5907843137254902	0.96039545884579	0.9756335540838852	0.9756335540838852	0.9616335540838852
CMC 1203100	CMC	None	late adult	control	class	0.99	0.99	0.9850793650793652	0.99	0.99	0.99	0.7151439037153322	1.0	0.99	0.99	1.0
CMC 1203100	CMC	None	late adult	control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203100	CMC	None	late adult	control	subclass	0.9416666666666664	0.9420476190476188	0.9262698412698412	0.9393772893772894	0.961076923076923	0.9587142857142856	0.666767835339264	0.9136630036630036	0.96982905982906	0.99	0.96
CMC 1203102	CMC	None	late adult	Schizophrenia	class	0.9901486888348202	0.9901486888348202	0.9901486888348202	0.9901486888348202	0.9901486888348202	0.9901486888348202	0.7104309927360775	0.9901486888348202	0.9901486888348202	0.9901486888348202	0.9901486888348202
CMC 1203102	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203102	CMC	None	late adult	Schizophrenia	subclass	0.994963503649635	0.974963503649635	0.9459409472586576	0.974963503649635	0.994963503649635	0.994963503649635	0.7831428571428571	0.994963503649635	0.960226661544372	0.980226661544372	0.980226661544372
CMC 1203103	CMC	None	late adult	Schizophrenia	class	0.990411067193676	0.990411067193676	0.990411067193676	0.990411067193676	0.990411067193676	0.9814912280701756	0.7786124401913874	0.990411067193676	0.990411067193676	0.990411067193676	0.990411067193676
CMC 1203103	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203103	CMC	None	late adult	Schizophrenia	subclass	0.9849565217391304	0.9756231884057972	0.970512077294686	0.9756231884057972	0.9756231884057972	0.959157894736842	0.7907878787878788	0.9702898550724638	0.9702898550724638	0.9602065217391303	0.9642898550724638
CMC 1203104	CMC	None	late adult	control	class	0.97	0.97	0.97	0.97	0.97	0.97	0.948360655737705	1.0	0.97	0.97	1.0
CMC 1203104	CMC	None	late adult	control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203104	CMC	None	late adult	control	subclass	0.97	0.97	0.97	0.97	0.97	0.97	0.948360655737705	1.0	0.97	0.97	1.0
CMC 1203105	CMC	None	late adult	control	class	0.9866666666666666	0.9866666666666666	0.9866666666666666	0.9866666666666666	0.9866666666666666	0.9866666666666666	0.8789260385005064	0.9866666666666666	0.9866666666666666	0.9866666666666666	0.9866666666666666
CMC 1203105	CMC	None	late adult	control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203105	CMC	None	late adult	control	subclass	0.9812820512820514	0.9733333333333332	0.9269963369963372	0.9733333333333332	0.9812820512820514	0.9812820512820514	0.892354609929078	0.9596153846153846	0.99	0.99	0.9712820512820514
CMC 1203106	CMC	None	late adult	control	class	0.9857142857142857	0.9857142857142857	0.9857142857142857	0.9857142857142857	0.9857142857142857	0.9857142857142857	0.9457142857142856	0.9857142857142857	0.9857142857142857	0.9857142857142857	0.9857142857142857
CMC 1203106	CMC	None	late adult	control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203106	CMC	None	late adult	control	subclass	0.99	0.99	0.99	0.99	0.99	0.99	0.9266666666666667	0.976	0.99	0.99	0.975
CMC 1203107	CMC	None	late adult	Schizophrenia	class	1.0	1.0	0.986	1.0	1.0	1.0	0.8512893772893773	1.0	1.0	1.0	1.0
CMC 1203107	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	1.0	1.0	0.9901019607843136	1.0	1.0	1.0	1.0
CMC 1203107	CMC	None	late adult	Schizophrenia	subclass	0.9933333333333334	0.9933333333333334	0.9617283950617284	0.98	0.9933333333333334	0.98	0.8506666666666667	1.0	1.0	1.0	0.98
CMC 1203108	CMC	None	late adult	Schizophrenia	class	1.0	1.0	1.0	1.0	1.0	1.0	0.8375250626566415	1.0	1.0	1.0	1.0
CMC 1203108	CMC	None	late adult	Schizophrenia	family	1.0	1.0	1.0	1.0	1.0	1.0	0.9901520467836258	1.0	1.0	1.0	1.0
CMC 1203108	CMC	None	late adult	Schizophrenia	subclass	1.0	1.0	1.0	1.0	1.0	1.0	0.8428571428571427	0.99	1.0	1.0	1.0
CMC 1203109	CMC	None	late adult	Schizophrenia	class	1.0	0.9894751192910702	0.9798290598290598	1.0	1.0	1.0	0.4521968787515005	1.0	0.9911111111111112	1.0	1.0
CMC 1203109	CMC	None	late adult	Schizophrenia	family	1.0	0.9897918448816652	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CMC 1203109	CMC	None	late adult	Schizophrenia	subclass	0.9877777777777778	0.9761417859577368	0.961111111111111	0.9877777777777778	0.9877777777777778	0.9877777777777778	0.4643537414965986	0.9933333333333332	0.97	0.9933333333333332	0.9877777777777778
